日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2018-03-01,良,75,223,54,65,8,46,1.24,36
2018-03-02,良,77,241,56,56,6,42,1.35,35
2018-03-03,良,85,230,62,74,7,48,1.66,26
2018-03-04,良,53,119,38,47,8,39,1.55,17
2018-03-05,优,35,36,23,32,4,24,0.82,53
2018-03-06,优,45,120,31,40,6,37,0.77,42
2018-03-07,优,40,93,27,21,3,26,0.65,46
2018-03-08,良,60,209,43,44,4,40,0.71,45
2018-03-09,良,78,237,53,79,7,55,0.84,49
2018-03-10,良,80,205,51,93,14,61,1.01,50
2018-03-11,良,80,193,48,107,20,77,1.12,38
2018-03-12,良,82,195,52,113,12,76,1.14,46
2018-03-13,良,92,244,66,123,13,80,1.14,39
2018-03-14,良,72,173,51,69,8,44,0.98,47
2018-03-15,良,67,185,44,70,7,45,1.03,43
2018-03-16,优,49,114,27,51,4,31,0.67,48
2018-03-17,良,55,147,38,50,8,41,1.01,30
2018-03-18,优,36,36,22,21,2,28,0.86,36
2018-03-19,良,64,201,45,32,2,29,0.98,35
2018-03-20,良,60,211,43,47,2,30,0.81,67
2018-03-21,良,65,223,41,71,6,59,0.67,49
2018-03-22,良,90,248,64,111,7,85,1.06,29
2018-03-23,良,96,233,58,129,14,76,1.25,45
2018-03-24,良,86,211,50,120,14,65,1.01,40
2018-03-25,良,71,132,46,87,10,54,0.90,46
2018-03-26,良,72,129,44,87,5,55,0.89,58
2018-03-27,良,75,158,42,92,7,68,0.87,57
2018-03-28,良,86,211,49,118,10,74,1.06,60
2018-03-29,良,95,258,58,139,19,92,1.34,35
2018-03-30,轻度污染,118,324,88,146,8,50,1.25,87
2018-03-31,轻度污染,113,288,78,141,6,70,1.15,77
2018-04-01,轻度污染,124,297,93,175,9,100,1.61,53
2018-04-02,良,88,204,60,107,7,56,1.17,71
2018-04-03,良,81,197,50,108,11,52,1.23,62
2018-04-04,轻度污染,121,323,46,191,6,29,0.85,43
2018-04-05,优,38,20,25,32,2,21,0.76,41
2018-04-05,优,38,20,25,32,2,21,0.76,41
2018-04-06,良,95,275,32,141,3,21,0.63,67
2018-04-07,良,89,299,25,127,6,33,0.57,77
2018-04-08,良,94,318,37,136,7,51,0.64,68
2018-04-09,良,92,251,43,131,11,62,0.87,64
2018-04-10,良,98,249,54,139,10,61,0.89,86
2018-04-11,轻度污染,104,262,68,157,9,79,1.22,48
2018-04-12,良,81,252,59,86,5,43,1.25,38
2018-04-13,优,41,61,23,35,2,26,0.77,39
2018-04-14,良,53,145,23,58,3,24,0.68,66
2018-04-15,严重污染,315,364,62,404,5,49,0.78,54
2018-04-16,重度污染,246,363,70,373,7,63,0.81,59
2018-04-17,轻度污染,141,344,57,230,8,58,0.84,74
2018-04-18,轻度污染,112,280,58,171,13,50,1.01,90
2018-04-19,良,93,213,48,132,16,52,0.93,93
2018-04-20,良,88,250,55,122,15,45,0.93,96
2018-04-21,良,58,133,39,62,4,30,0.90,60
2018-04-22,良,52,175,34,60,8,35,1.13,25
2018-04-23,优,34,32,20,30,2,18,0.81,45
2018-04-24,良,59,229,42,62,2,21,0.77,71
2018-04-25,良,62,142,42,69,7,33,0.98,90
2018-04-26,良,67,145,47,76,7,39,0.96,90
2018-04-27,良,85,233,56,81,5,47,1.08,82
2018-04-28,良,85,210,53,85,7,57,1.24,73
2018-04-29,良,67,117,46,77,5,52,1.15,48
2018-04-30,良,57,130,33,61,4,39,1.15,57
2018-05-01,优,47,76,24,43,4,35,0.87,73
2018-05-02,良,82,311,51,98,3,24,0.96,102
2018-05-03,良,74,280,27,87,10,53,0.90,89
2018-05-04,良,68,160,34,83,13,58,0.87,73
2018-05-05,良,56,139,35,52,4,27,0.87,59
2018-05-06,优,31,12,13,24,2,22,0.77,54
2018-05-07,良,51,134,11,24,2,18,0.64,98
2018-05-08,优,48,93,20,44,5,37,0.71,74
2018-05-09,良,83,259,33,87,9,55,0.96,89
2018-05-10,良,69,189,39,76,13,49,1.00,107
2018-05-11,良,92,340,68,78,7,53,1.37,38
2018-05-12,良,65,185,38,54,3,26,1.01,75
2018-05-13,良,79,214,38,66,5,42,0.85,83
2018-05-14,良,67,149,39,81,6,48,0.97,58
2018-05-15,良,57,131,25,63,4,27,0.65,70
2018-05-16,良,58,197,22,63,4,22,0.62,86
2018-05-17,良,62,219,25,68,5,29,0.74,87
2018-05-18,优,48,57,24,51,4,43,0.99,61
2018-05-19,优,46,76,21,41,4,28,0.94,87
2018-05-20,优,40,61,22,38,4,29,1.08,45
2018-05-21,优,35,42,18,34,3,28,1.05,24
2018-05-22,良,51,178,23,64,2,19,0.74,46
2018-05-23,轻度污染,105,326,52,158,5,28,0.79,80
2018-05-24,良,71,168,43,90,5,38,1.03,75
2018-05-25,良,69,194,40,69,5,33,1.04,72
2018-05-26,优,35,28,12,24,3,17,0.99,69
2018-05-27,轻度污染,140,352,62,215,4,24,0.63,84
2018-05-28,轻度污染,104,283,44,155,7,56,0.69,61
2018-05-29,轻度污染,115,333,56,178,12,79,1.04,61
2018-05-30,良,73,208,44,93,6,50,0.99,53
2018-05-31,良,55,122,30,53,4,39,0.90,81
2018-06-01,良,79,209,41,72,6,47,1.11,84
2018-06-02,良,63,133,26,45,5,41,0.82,111
2018-06-03,良,83,223,40,67,5,36,0.83,123
2018-06-04,良,74,220,47,81,6,46,0.90,97
2018-06-05,良,77,236,56,82,5,40,0.93,79
2018-06-06,良,92,256,47,81,5,44,1.02,102
2018-06-07,良,79,236,33,66,10,47,1.12,97
2018-06-08,优,44,107,23,43,6,33,0.90,44
2018-06-09,良,52,168,28,49,3,22,0.89,79
2018-06-10,良,75,313,26,51,4,26,0.90,126
2018-06-11,良,80,259,29,66,6,51,0.83,110
2018-06-12,良,90,291,37,91,8,62,0.91,93
2018-06-13,良,69,229,28,55,6,26,0.72,111
2018-06-14,良,78,251,29,60,11,42,1.00,107
2018-06-15,良,98,302,38,79,12,47,0.99,126
2018-06-16,轻度污染,128,362,46,83,10,33,0.98,190
2018-06-17,轻度污染,120,363,47,83,11,32,0.99,179
2018-06-18,良,100,343,46,78,11,32,1.03,152
2018-06-19,良,59,246,37,53,5,25,0.93,68
2018-06-20,优,42,113,18,31,4,26,0.77,66
2018-06-21,良,71,245,32,54,6,34,0.92,91
2018-06-22,优,43,128,24,37,4,32,0.96,67
2018-06-23,良,61,207,25,42,5,30,0.98,95
2018-06-24,良,55,189,26,48,5,26,0.99,71
2018-06-25,优,46,161,16,35,3,26,0.78,66
2018-06-26,优,44,170,14,38,4,20,0.61,69
2018-06-27,优,47,183,17,40,5,18,0.59,79
2018-06-28,优,44,159,21,42,5,28,0.78,56
2018-06-29,良,54,172,28,53,4,39,0.95,57
2018-06-30,优,43,127,20,42,4,39,0.87,39
2018-07-01,优,46,170,21,34,4,23,0.91,84
2018-07-02,优,49,186,31,48,3,36,1.04,60
2018-07-03,良,54,228,35,56,3,42,1.13,50
2018-07-04,优,49,181,27,45,3,31,0.96,56
2018-07-05,优,27,25,13,23,2,23,0.84,44
2018-07-06,优,37,128,19,31,3,14,0.71,56
2018-07-07,优,20,3,7,15,3,13,0.56,36
2018-07-08,优,29,72,16,28,3,24,0.79,34
2018-07-09,优,28,66,14,25,3,28,0.78,48
2018-07-10,良,62,332,33,60,5,42,1.03,73
2018-07-11,良,51,212,32,50,4,23,0.87,67
2018-07-12,优,44,195,19,43,5,25,0.74,45
2018-07-13,优,37,114,15,31,3,21,0.61,65
2018-07-14,良,53,243,23,49,4,32,0.70,64
2018-07-15,良,52,227,23,48,6,26,0.69,66
2018-07-16,良,62,293,31,59,8,28,0.79,81
2018-07-17,良,66,305,30,59,8,27,0.77,91
2018-07-18,良,60,266,28,55,8,24,0.67,89
2018-07-19,良,55,231,23,50,8,27,0.71,74
2018-07-20,良,67,268,26,56,9,35,0.76,87
2018-07-21,良,78,312,33,69,8,36,0.76,93
2018-07-22,良,63,247,33,58,7,23,0.82,89
2018-07-23,优,48,145,21,43,6,26,0.70,75
2018-07-24,良,73,322,34,68,5,37,0.77,88
2018-07-25,良,54,210,21,46,5,28,0.65,72
2018-07-26,良,54,198,20,45,5,23,0.66,78
2018-07-27,良,51,216,19,50,8,31,0.83,56
2018-07-28,优,47,149,19,40,8,28,0.88,57
2018-07-29,良,60,217,22,49,10,30,1.00,79
2018-07-30,良,74,293,22,52,6,31,0.87,95
2018-07-31,良,56,216,23,49,8,36,0.94,79
2018-08-01,良,80,334,31,58,8,40,1.09,93
2018-08-02,良,75,302,31,61,6,33,0.95,100
2018-08-03,良,51,220,21,37,6,29,1.02,81
2018-08-04,优,48,185,21,38,5,28,0.87,78
2018-08-05,良,61,249,25,42,5,27,0.85,101
2018-08-06,良,67,275,31,54,5,33,1.08,97
2018-08-07,良,78,317,29,48,5,34,0.99,115
2018-08-08,良,71,299,34,59,5,40,0.98,106
2018-08-09,良,86,344,36,60,6,42,1.06,107
2018-08-10,良,79,285,37,64,6,39,0.98,110
2018-08-11,轻度污染,105,354,43,70,6,37,1.00,146
2018-08-12,轻度污染,104,356,47,75,7,30,1.03,139
2018-08-13,优,41,126,19,30,4,15,0.72,69
2018-08-14,优,35,111,15,31,5,24,0.83,66
2018-08-15,优,48,229,24,38,4,16,0.82,93
2018-08-16,优,47,230,17,35,4,12,0.72,89
2018-08-17,优,37,95,21,33,3,14,0.71,68
2018-08-18,优,38,102,20,31,4,20,0.77,72
2018-08-19,优,38,115,18,28,4,24,0.77,70
2018-08-20,优,32,46,10,18,4,21,0.68,63
2018-08-21,优,49,143,15,28,6,22,0.73,96
2018-08-22,良,59,231,22,38,5,20,0.81,102
2018-08-23,良,69,271,43,60,5,16,0.97,122
2018-08-25,良,81,278,26,47,7,21,0.88,146
2018-08-27,优,43,98,20,32,5,17,0.75,76
2018-08-29,良,53,218,22,42,6,26,0.99,84
2018-08-31,优,41,171,19,34,6,26,0.86,70
2018-09-02,优,41,167,19,31,4,30,0.76,74
2018-09-03,良,53,237,24,38,4,35,0.82,72
2018-09-04,良,78,343,25,67,9,53,1.10,97
2018-09-05,良,89,351,38,90,13,54,1.05,99
2018-09-06,优,48,157,31,47,5,36,1.00,75
2018-09-07,优,42,171,13,40,5,24,0.63,61
2018-09-08,优,48,225,12,33,7,28,0.64,85
2018-09-09,良,63,294,25,48,11,41,0.99,95
2018-09-10,良,55,222,31,55,9,41,0.86,87
2018-09-11,良,63,268,35,54,9,42,0.98,82
2018-09-12,良,69,294,48,79,11,55,1.07,77
2018-09-13,良,72,327,49,77,8,44,1.01,66
2018-09-14,良,60,274,26,44,7,32,0.89,85
2018-09-15,良,51,206,28,42,6,21,0.80,88
2018-09-16,良,58,301,40,58,5,16,0.87,93
2018-09-17,优,43,209,26,39,6,18,0.91,65
2018-09-18,优,34,139,17,29,6,30,0.93,45
2018-09-19,优,42,173,19,37,5,29,0.76,53
2018-09-20,优,41,135,17,36,5,27,1.08,47
2018-09-21,优,38,96,16,26,5,24,0.94,67
2018-09-22,良,54,239,23,58,7,53,0.86,44
2018-09-23,良,85,358,47,101,15,69,1.42,75
2018-09-24,良,75,319,43,77,10,45,1.02,90
2018-09-25,良,58,291,35,56,9,31,0.90,102
2018-09-26,优,35,74,21,29,5,29,0.71,53
2018-09-27,优,40,105,21,36,7,32,0.76,61
2018-09-28,良,55,226,26,44,6,32,0.73,86
2018-09-29,良,61,246,31,65,8,55,0.88,63
2018-09-30,良,75,325,39,97,10,64,0.98,62
2018-10-01,优,48,177,15,46,9,27,0.62,77
2018-10-02,良,54,165,23,49,10,42,0.81,75
2018-10-03,良,62,169,31,55,13,50,0.87,83
2018-10-04,良,74,254,33,61,12,44,0.84,102
2018-10-05,良,74,247,37,60,12,37,0.81,118
2018-10-06,良,97,327,61,97,13,70,0.96,99
2018-10-07,轻度污染,103,326,66,112,16,77,1.15,100
2018-10-08,良,95,309,70,109,13,59,1.08,100
2018-10-09,良,89,332,66,82,8,40,0.98,68
2018-10-10,良,65,307,27,73,12,43,0.83,78
2018-10-11,良,57,233,26,58,14,46,0.73,70
2018-10-12,良,65,242,35,64,14,45,0.79,94
2018-10-13,良,70,250,50,79,16,53,1.00,83
2018-10-14,良,59,218,41,49,5,33,0.85,62
2018-10-15,良,57,231,39,48,5,34,0.83,36
2018-10-16,优,50,172,34,49,5,40,0.93,22
2018-10-17,良,58,214,37,57,8,42,0.89,57
2018-10-18,良,74,316,52,74,11,43,1.08,89
2018-10-19,良,54,207,31,56,11,43,0.84,55
2018-10-20,优,49,152,34,43,7,42,0.79,30
2018-10-21,良,57,202,40,46,4,37,0.76,27
2018-10-22,良,52,161,36,50,5,37,0.76,34
2018-10-23,良,72,265,49,79,9,67,1.07,40
2018-10-24,良,90,292,66,105,11,63,1.35,53
2018-10-25,良,72,230,51,69,7,55,1.02,25
2018-10-26,良,57,185,29,61,6,46,0.77,42
2018-10-27,良,52,153,20,56,9,44,0.60,46
2018-10-28,良,67,254,40,80,10,64,0.75,42
2018-10-29,良,64,244,32,73,9,71,0.75,68
2018-10-30,良,80,330,51,106,13,89,1.14,32
2018-10-31,良,76,281,52,99,14,88,1.08,42
2018-11-01,良,81,283,53,96,15,61,0.97,70
2018-11-02,良,63,166,41,69,13,44,0.81,87
2018-11-03,良,60,175,42,63,13,44,0.79,66
2018-11-04,良,70,257,50,82,11,56,0.92,37
2018-11-05,良,85,338,61,80,6,33,1.07,45
2018-11-06,优,13,1,5,9,3,22,0.82,13
2018-11-07,优,20,22,13,13,3,20,0.71,22
2018-11-08,优,44,171,30,25,5,28,0.77,30
2018-11-09,优,50,159,33,49,9,50,1.04,23
2018-11-10,优,45,85,31,40,9,52,1.01,19
2018-11-11,优,48,95,34,36,4,28,0.64,57
2018-11-12,良,94,286,70,74,6,47,0.94,44
2018-11-13,良,80,250,58,69,8,48,1.12,33
2018-11-14,良,61,180,42,50,7,44,1.00,20
2018-11-15,良,64,234,45,51,4,32,0.83,32
2018-11-16,良,61,301,44,49,5,28,0.77,44
2018-11-17,良,53,250,37,39,4,29,0.81,12
2018-11-18,优,40,148,28,29,4,28,0.81,23
2018-11-19,良,73,258,52,59,8,52,1.23,19
2018-11-20,良,60,202,42,54,8,54,1.07,19
2018-11-21,良,96,309,71,75,7,41,1.03,42
2018-11-22,轻度污染,113,342,84,101,12,59,1.21,40
2018-11-23,良,88,270,64,89,8,61,1.00,41
2018-11-24,良,100,267,74,96,13,74,1.23,33
2018-11-25,中度污染,172,311,130,153,10,82,1.52,28
2018-11-26,轻度污染,135,240,102,137,8,83,1.73,31
2018-11-27,轻度污染,127,235,96,124,12,89,1.75,38
2018-11-28,轻度污染,138,256,104,182,13,89,1.56,29
2018-11-29,轻度污染,141,268,108,143,12,74,1.57,33
2018-11-30,严重污染,256,357,205,223,12,53,2.04,30
2018-12-01,重度污染,215,313,164,192,10,53,2.09,18
2018-12-02,轻度污染,150,271,113,126,6,46,1.80,4
2018-12-03,良,72,154,52,59,4,37,1.75,20
2018-12-04,良,88,260,52,117,4,28,1.15,25
2018-12-05,良,59,187,40,74,5,28,0.88,8
2018-12-06,优,19,20,13,14,4,20,0.64,25
2018-12-07,良,59,305,40,48,4,22,0.77,27
2018-12-08,优,34,117,20,32,5,21,0.52,33
2018-12-09,良,54,189,37,49,8,30,0.73,22
2018-12-10,良,80,251,58,56,5,31,0.79,13
2018-12-11,轻度污染,130,331,98,60,6,36,0.95,15
2018-12-12,中度污染,180,353,136,145,13,48,1.31,30
2018-12-13,轻度污染,140,325,106,137,13,75,1.32,20
2018-12-14,轻度污染,112,286,84,101,13,56,1.08,25
2018-12-15,轻度污染,140,316,106,113,10,54,1.05,17
2018-12-16,中度污染,174,346,132,135,9,51,1.13,30
2018-12-17,轻度污染,130,315,98,127,13,82,1.52,25
2018-12-18,轻度污染,117,289,88,126,15,84,1.63,15
2018-12-19,良,92,207,67,97,21,70,1.40,8
2018-12-20,良,60,91,42,46,5,52,0.94,13
2018-12-21,良,74,174,53,62,7,51,0.95,10
2018-12-28,良,57,258,40,47,5,22,0.76,30
2018-12-29,优,49,152,31,50,7,24,0.60,40
2018-12-30,优,47,109,32,36,4,26,0.62,33
2018-12-31,良,65,208,46,49,7,38,0.84,24
