日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2014-02-19,优,19,7,10,16,4,22,1.34,37
2014-02-20,优,40,15,25,37,5,20,1.17,54
2014-02-21,良,55,11,35,61,8,26,0.95,92
2014-02-22,良,58,11,40,60,8,32,0.92,79
2014-02-23,良,54,9,34,52,7,21,0.89,84
2014-02-24,优,40,3,21,36,7,26,0.79,68
2014-02-25,优,46,20,28,46,8,34,0.89,57
2014-02-26,良,55,20,35,57,12,54,1.00,44
2014-02-27,优,46,18,29,45,8,40,1.04,46
2014-02-28,优,38,12,23,36,7,26,0.98,59
2014-03-01,良,53,55,29,56,6,42,0.98,44
2014-03-02,优,45,23,26,46,6,38,1.21,37
2014-03-03,优,41,9,23,36,5,21,1.05,67
2014-03-04,良,65,62,46,69,7,46,1.11,55
2014-03-05,优,47,21,24,49,6,34,1.28,37
2014-03-06,优,50,47,31,51,6,22,0.94,73
2014-03-07,优,40,25,28,36,5,23,0.89,52
2014-03-08,优,50,39,34,50,4,41,0.88,34
2014-03-09,优,28,8,16,27,4,27,0.97,30
2014-03-10,优,41,11,27,40,6,32,0.98,38
2014-03-11,良,67,27,48,70,10,29,0.86,69
2014-03-12,良,77,87,56,85,6,52,0.99,43
2014-03-13,良,55,22,37,59,6,38,1.06,47
2014-03-14,良,68,21,48,76,9,28,0.81,63
2014-03-15,良,89,59,66,100,10,42,0.81,46
2014-03-16,良,86,43,60,113,13,44,0.71,62
2014-03-17,良,75,19,53,84,8,51,0.76,46
2014-03-18,良,60,16,38,67,9,46,0.75,38
2014-03-19,良,61,17,40,68,9,44,0.81,34
2014-03-20,良,78,94,53,95,17,57,1.01,38
2014-03-21,良,60,34,41,68,8,25,0.92,45
2014-03-22,良,66,37,44,74,9,29,0.85,72
2014-03-23,良,56,12,29,61,9,22,0.80,90
2014-03-25,良,60,19,34,69,12,51,0.88,55
2014-03-26,良,55,10,33,56,11,48,0.89,39
2014-03-27,优,47,11,24,47,11,39,0.81,32
2014-03-28,优,42,13,27,40,6,25,0.87,47
2014-03-29,优,49,22,28,50,6,49,0.96,29
2014-03-30,优,47,16,29,48,6,39,1.00,36
2014-03-31,优,38,9,18,32,4,38,1.02,50
2014-04-01,优,46,13,28,44,7,40,1.23,37
2014-04-02,优,38,6,21,37,4,33,1.22,44
2014-04-03,优,32,7,16,29,5,39,1.03,48
2014-04-04,良,57,15,39,62,6,29,1.01,64
2014-04-05,良,66,42,46,72,9,24,0.79,90
2014-04-06,良,72,81,52,73,7,25,0.88,80
2014-04-07,良,51,11,33,48,5,18,0.78,78
2014-04-08,优,48,6,31,48,6,47,0.95,52
2014-04-09,良,55,11,34,59,8,47,0.97,51
2014-04-10,优,44,6,27,42,5,19,0.78,85
2014-04-11,优,47,9,27,46,6,24,0.72,70
2014-04-12,优,48,17,25,50,8,35,0.74,54
2014-04-13,良,64,62,41,76,19,56,0.82,45
2014-04-14,良,51,13,28,51,5,24,0.84,77
2014-04-15,良,53,19,28,56,6,17,0.89,96
2014-04-16,良,54,24,34,58,5,25,0.94,78
2014-04-17,良,52,29,25,53,8,34,0.90,51
2014-04-18,优,47,13,24,47,9,42,0.89,36
2014-04-19,优,44,24,21,43,9,35,0.92,38
2014-04-20,良,55,43,29,59,18,53,1.03,23
2014-04-21,优,44,20,27,43,8,30,0.94,50
2014-04-22,良,54,38,31,58,10,45,1.00,39
2014-04-23,优,44,9,28,43,7,28,1.02,67
2014-04-24,良,56,28,38,57,5,23,0.98,79
2014-04-25,优,48,29,30,48,5,24,0.94,66
2014-04-26,优,39,19,19,36,5,35,0.83,58
2014-04-27,良,60,67,37,60,7,40,0.97,69
2014-04-28,优,50,11,31,50,8,29,1.02,75
2014-04-29,良,57,8,38,60,8,29,0.96,78
2014-04-30,良,65,24,46,66,5,29,0.83,72
2014-05-01,优,38,6,23,35,5,28,0.97,46
2014-05-02,优,34,3,19,31,5,20,0.96,63
2014-05-03,优,46,9,26,47,7,21,0.90,77
2014-05-04,优,49,29,31,48,5,22,0.79,72
2014-05-05,优,32,11,17,26,4,22,0.89,51
2014-05-06,优,34,10,24,31,4,32,0.83,42
2014-05-07,优,38,9,25,35,5,32,0.84,54
2014-05-08,优,34,5,20,33,5,36,0.91,43
2014-05-09,优,25,2,9,15,5,30,0.82,51
2014-05-10,优,29,5,9,22,5,22,0.75,52
2014-05-11,优,24,3,11,21,5,34,0.74,35
2014-05-12,优,34,7,16,32,8,41,0.88,36
2014-05-13,优,35,10,16,34,7,33,0.94,25
2014-05-14,优,28,7,15,27,5,21,0.82,27
2014-05-15,优,35,11,16,34,6,25,1.00,30
2014-05-16,优,38,14,17,37,5,31,1.02,26
2014-05-17,优,27,10,11,26,4,21,0.86,28
2014-05-18,优,29,8,12,28,6,25,0.92,23
2014-05-19,优,27,5,11,26,5,23,0.87,25
2014-05-20,优,33,7,13,30,5,42,0.98,26
2014-05-21,优,32,8,16,31,6,36,0.94,26
2014-05-22,优,30,6,13,30,4,25,0.86,29
2014-05-23,优,42,25,23,43,5,40,1.03,24
2014-05-24,优,29,7,13,28,5,21,0.81,31
2014-05-25,优,29,9,12,28,6,20,0.73,29
2014-05-26,优,32,11,12,32,7,26,0.88,32
2014-05-27,优,47,15,24,50,11,33,0.97,49
2014-05-28,优,35,5,13,34,8,30,0.91,31
2014-05-29,优,31,6,11,30,6,27,0.83,27
2014-05-30,优,30,9,10,29,6,22,0.98,29
2014-05-31,优,30,9,11,29,6,21,0.81,30
2014-06-01,优,29,10,8,28,8,20,0.78,27
2014-06-02,优,28,10,9,27,9,21,0.75,27
2014-06-03,优,37,14,13,36,6,33,0.93,28
2014-06-04,优,43,17,18,43,6,31,1.09,29
2014-06-05,优,32,8,10,31,6,24,0.87,22
2014-06-06,优,38,23,16,38,6,41,0.98,24
2014-06-07,优,42,33,21,41,7,53,1.07,32
2014-06-08,良,72,77,49,76,9,34,1.17,82
2014-06-09,优,38,14,17,30,7,17,0.98,64
2014-06-10,优,41,21,21,39,5,18,0.94,67
2014-06-11,优,42,14,22,42,5,19,0.97,59
2014-06-12,良,59,33,35,68,6,26,1.05,79
2014-06-13,良,71,63,46,88,7,42,1.13,70
2014-06-14,良,63,31,40,72,5,21,1.03,84
2014-06-15,良,57,29,34,63,6,30,1.10,55
2014-06-16,良,54,37,33,56,8,29,1.17,55
2014-06-17,优,36,15,12,35,5,20,0.92,37
2014-06-18,优,35,13,12,34,5,20,0.87,34
2014-06-19,优,35,14,12,34,5,20,0.86,33
2014-06-20,优,34,24,12,33,5,23,0.84,31
2014-06-21,优,31,9,13,30,4,23,0.88,33
2014-06-22,优,24,3,9,23,4,26,0.91,30
2014-06-23,优,29,13,12,28,5,27,1.02,27
2014-06-24,优,32,18,13,31,7,28,0.93,25
2014-06-25,优,35,17,16,34,4,30,1.00,24
2014-06-26,优,45,46,19,45,5,25,0.88,32
2014-06-27,优,39,23,17,38,5,23,0.81,33
2014-06-28,优,37,21,15,36,7,22,0.80,36
2014-06-29,优,35,19,12,34,5,16,0.84,32
2014-06-30,优,32,20,9,31,4,16,0.83,38
2014-07-01,优,32,16,12,31,4,23,0.90,33
2014-07-02,优,40,27,16,39,5,23,0.93,34
2014-07-03,优,38,19,14,37,6,22,0.89,38
2014-07-04,优,35,13,13,34,6,21,0.86,33
2014-07-05,优,37,18,14,36,6,23,0.89,32
2014-07-06,优,43,28,17,45,7,26,0.95,44
2014-07-07,优,50,27,25,52,5,46,1.20,44
2014-07-08,良,75,104,52,86,8,60,1.46,71
2014-07-09,良,71,112,47,75,8,43,1.38,69
2014-07-10,优,38,24,15,37,5,26,1.13,35
2014-07-11,优,29,14,10,28,4,23,1.20,29
2014-07-12,优,33,19,13,32,4,23,1.18,28
2014-07-13,优,32,19,12,31,5,21,1.21,29
2014-07-14,优,29,14,8,28,6,19,1.12,28
2014-07-15,优,33,27,9,32,6,17,0.97,35
2014-07-16,优,29,19,12,28,6,21,1.03,31
2014-07-17,优,37,23,12,36,4,15,1.13,38
2014-07-18,优,27,17,10,25,3,12,1.08,37
2014-07-19,优,36,35,10,35,3,12,1.08,36
2014-07-20,优,30,18,11,29,4,16,1.01,36
2014-07-21,优,48,55,24,50,8,33,1.20,52
2014-07-22,良,76,132,50,88,16,50,1.40,80
2014-07-23,良,64,123,43,74,14,38,1.31,70
2014-07-24,优,45,49,25,44,8,25,1.12,50
2014-07-25,优,41,32,19,40,6,28,1.15,42
2014-07-26,优,27,10,10,26,5,22,0.93,31
2014-07-27,优,26,9,9,25,5,17,0.97,35
2014-07-28,优,33,11,12,32,5,18,0.99,30
2014-07-29,优,48,26,20,48,8,29,1.08,48
2014-07-30,优,50,49,27,52,7,27,1.05,67
2014-07-31,良,54,71,30,59,10,39,1.14,57
2014-08-01,良,57,110,32,63,9,35,1.03,69
2014-08-02,良,53,84,30,53,8,38,1.14,63
2014-08-03,优,47,37,26,47,9,33,0.98,64
2014-08-04,优,41,15,19,41,5,30,1.00,46
2014-08-05,优,43,35,21,42,5,29,1.00,43
2014-08-06,优,32,17,14,31,5,28,0.98,33
2014-08-07,优,35,16,13,34,5,35,0.99,27
2014-08-09,优,34,21,10,33,6,26,0.86,36
2014-08-10,优,30,11,9,29,7,23,0.90,39
2014-08-11,优,34,13,10,33,6,24,0.78,34
2014-08-12,优,38,28,13,37,6,28,0.85,31
2014-08-13,优,27,8,12,26,5,32,0.92,24
2014-08-14,优,32,24,15,30,6,30,0.92,26
2014-08-15,优,35,16,16,34,7,31,0.84,36
2014-08-16,优,41,21,17,41,7,31,0.92,42
2014-08-17,优,40,28,14,40,8,30,0.68,40
2014-08-18,优,35,20,13,35,8,28,0.79,37
2014-08-19,优,35,31,12,34,4,28,0.89,26
2014-08-20,优,25,14,9,24,5,34,1.06,19
2014-08-21,优,28,8,10,26,6,25,1.03,22
2014-08-23,优,37,16,13,37,6,27,0.96,23
2014-08-24,优,35,21,12,34,7,23,0.91,33
2014-08-25,优,37,19,13,36,5,23,0.88,31
2014-08-26,优,28,13,9,27,4,18,0.87,26
2014-08-27,优,32,15,10,31,4,16,0.85,34
2014-08-28,优,28,16,8,27,3,12,0.95,27
2014-08-29,优,32,13,10,31,4,22,0.99,25
2014-08-30,优,44,30,17,43,4,24,1.01,45
2014-08-31,优,29,6,10,28,3,14,0.94,30
2014-09-01,优,32,11,9,31,4,17,0.98,26
2014-09-02,优,38,27,12,37,7,30,0.98,27
2014-09-03,优,45,74,18,48,9,36,1.03,50
2014-09-04,良,56,52,31,63,10,41,1.15,51
2014-09-05,良,54,35,32,58,5,27,1.14,59
2014-09-06,良,58,36,35,63,5,32,1.24,62
2014-09-07,优,38,7,19,37,4,16,1.11,47
2014-09-08,优,31,17,9,30,3,18,1.03,32
2014-09-09,优,36,22,15,36,5,23,1.12,36
2014-09-10,优,40,20,16,40,7,32,1.07,28
2014-09-11,优,35,15,13,34,5,23,1.09,29
2014-09-12,优,28,9,10,27,3,21,1.06,27
2014-09-13,优,29,11,8,28,3,18,1.03,27
2014-09-14,优,35,23,11,34,4,24,1.07,36
2014-09-15,优,47,81,24,49,4,25,1.22,45
2014-09-16,优,37,44,9,36,3,10,0.99,36
2014-09-17,优,41,68,14,40,3,18,1.10,35
2014-09-18,优,47,77,22,48,8,38,1.13,35
2014-09-19,良,68,106,42,82,13,55,1.31,52
2014-09-20,良,56,66,39,47,6,20,1.41,59
2014-09-21,优,49,47,27,50,8,24,1.24,61
2014-09-22,良,62,97,40,69,8,31,1.18,79
2014-09-23,良,66,123,43,71,7,29,1.13,79
2014-09-24,良,69,132,49,82,8,46,1.22,70
2014-09-25,良,89,130,63,95,8,49,1.41,91
2014-09-26,良,60,39,40,63,6,38,1.18,54
2014-09-27,优,41,20,20,40,6,30,1.02,46
2014-09-28,优,42,26,22,42,8,32,0.99,51
2014-09-29,良,51,66,27,55,9,40,1.06,59
2014-09-30,良,83,172,46,88,13,56,1.27,90
2014-10-01,优,45,28,26,39,4,20,1.16,80
2014-10-02,良,55,41,33,58,7,27,1.24,91
2014-10-03,良,61,60,40,62,6,29,1.23,73
2014-10-04,良,54,49,35,56,5,24,1.22,90
2014-10-05,良,71,103,47,77,9,22,1.16,106
2014-10-06,良,66,63,39,75,9,27,0.98,100
2014-10-07,良,77,66,53,93,10,28,1.13,112
2014-10-08,良,77,61,52,82,9,30,1.16,102
2014-10-09,良,67,59,42,75,9,45,1.25,81
2014-10-10,良,69,59,45,86,12,52,1.32,74
2014-10-11,良,69,60,45,83,11,44,1.27,79
2014-10-12,良,67,109,44,70,11,31,1.13,90
2014-10-13,良,68,116,44,81,11,27,1.09,105
2014-10-14,轻度污染,103,138,76,118,12,31,1.21,113
2014-10-15,轻度污染,111,91,83,121,12,33,1.23,113
2014-10-16,良,97,96,66,94,9,25,1.14,129
2014-10-17,良,93,86,54,88,10,26,1.18,147
2014-10-18,良,70,45,45,75,8,26,1.23,113
2014-10-19,良,59,49,36,64,8,22,1.19,93
2014-10-20,良,58,37,37,65,7,34,1.24,71
2014-10-21,良,66,50,41,79,11,58,1.36,61
2014-10-22,良,67,49,46,70,9,40,1.57,70
2014-10-23,良,62,22,43,71,8,34,1.65,66
2014-10-24,良,66,32,46,77,8,35,1.30,82
2014-10-25,良,59,20,38,65,7,35,1.14,80
2014-10-26,良,65,20,45,75,9,37,1.18,88
2014-10-27,良,78,83,54,84,9,32,1.28,80
2014-10-28,良,64,58,37,71,8,23,1.06,106
2014-10-29,良,52,44,27,54,6,21,0.97,85
2014-10-30,良,53,58,30,56,6,22,1.05,86
2014-10-31,良,58,79,36,63,8,37,1.17,70
2014-11-01,良,64,71,42,74,9,52,1.24,53
2014-11-02,良,55,71,37,53,7,22,1.41,69
2014-11-03,良,75,126,53,82,14,34,1.53,55
2014-11-04,良,87,100,64,103,11,49,1.53,58
2014-11-05,良,59,19,37,63,6,27,1.12,88
2014-11-06,良,68,56,47,73,7,36,1.25,75
2014-11-07,良,71,102,51,68,5,31,1.29,62
2014-11-08,优,45,42,31,33,4,32,1.31,45
2014-11-09,优,38,22,23,37,5,27,1.29,52
2014-11-10,良,60,45,37,67,7,43,1.33,53
2014-11-11,良,64,48,44,70,7,44,1.30,51
2014-11-12,优,42,30,26,41,6,32,1.34,31
2014-11-13,良,54,42,37,52,8,26,1.28,47
2014-11-14,良,67,43,48,71,8,33,1.30,53
2014-11-15,良,66,32,44,69,9,36,1.10,67
2014-11-16,良,63,32,42,68,8,43,1.11,60
2014-11-17,良,78,54,57,79,10,21,1.13,68
2014-11-18,良,91,78,67,85,12,24,1.07,64
2014-11-19,良,94,72,69,103,13,39,1.06,78
2014-11-20,良,69,32,48,78,8,38,0.88,84
2014-11-21,良,65,22,44,75,9,50,0.94,77
2014-11-22,良,67,26,45,73,8,43,1.07,73
2014-11-23,优,43,7,24,41,6,24,0.88,71
2014-11-24,优,48,34,27,49,7,40,0.97,58
2014-11-25,良,65,77,37,77,10,62,1.12,52
2014-11-26,良,93,115,69,96,10,43,1.30,64
2014-11-27,良,62,69,43,61,5,29,1.13,71
2014-11-28,良,51,33,32,48,8,38,1.13,53
2014-11-29,优,47,21,30,46,6,29,1.12,51
2014-11-30,优,41,18,22,42,10,34,1.22,42
2014-12-01,优,38,24,21,32,6,28,1.59,37
2014-12-02,良,61,67,43,46,9,17,1.43,54
2014-12-03,良,71,94,51,75,5,55,1.27,38
2014-12-04,优,28,19,16,16,3,26,1.09,42
2014-12-05,优,46,36,28,47,9,35,1.02,45
2014-12-06,良,64,41,42,72,11,46,1.15,55
2014-12-07,良,61,28,42,65,11,37,1.06,50
2014-12-08,良,70,46,50,70,9,39,1.14,50
2014-12-09,良,77,74,56,82,11,42,1.14,68
2014-12-10,良,85,81,63,86,11,55,1.18,54
2014-12-11,良,96,125,71,89,18,32,1.18,57
2014-12-12,良,69,74,48,72,16,25,1.14,51
2014-12-13,良,82,86,56,110,21,37,1.15,61
2014-12-14,良,87,59,61,113,16,48,1.21,67
2014-12-15,良,100,63,74,131,13,72,1.34,50
2014-12-16,良,92,148,64,109,24,34,1.17,66
2014-12-17,良,65,58,35,72,18,26,0.91,62
2014-12-18,良,79,57,46,106,13,56,1.05,50
2014-12-19,良,77,53,55,71,8,50,1.22,40
2014-12-20,良,66,65,43,65,10,41,1.21,57
2014-12-21,良,63,49,44,62,12,32,1.18,69
2014-12-22,良,66,21,45,78,15,25,1.09,98
2014-12-23,良,96,53,71,92,8,56,1.29,44
2014-12-24,良,80,41,58,87,8,67,1.35,39
2014-12-25,良,75,49,53,73,8,59,1.29,41
2014-12-26,良,69,57,49,47,5,39,1.24,43
2014-12-27,良,62,35,44,54,5,37,1.34,32
2014-12-28,良,54,20,38,45,6,25,1.53,39
2014-12-29,良,70,22,47,72,8,35,1.26,60
2014-12-30,良,81,47,56,102,9,68,1.41,54
2014-12-31,良,90,315,66,107,8,85,1.52,40
