日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2020-01-01,优,25,11,14,23,6,41,0.42,41
2020-01-02,优,38,40,23,38,7,64,0.56,21
2020-01-03,良,55,87,39,42,7,58,0.68,11
2020-01-04,良,84,164,62,48,6,50,0.75,45
2020-01-05,良,59,105,42,39,6,50,0.63,55
2020-01-06,优,35,77,23,32,7,47,0.65,47
2020-01-07,优,47,172,33,31,6,51,1.15,17
2020-01-08,良,58,180,41,40,6,44,1.14,28
2020-01-09,优,48,104,34,31,6,46,0.83,34
2020-01-10,优,25,30,16,19,4,37,0.57,47
2020-01-11,优,41,109,28,20,5,38,0.68,47
2020-01-12,轻度污染,143,300,108,79,11,55,1.38,44
2020-01-13,中度污染,160,298,121,87,9,68,1.33,42
2020-01-14,中度污染,159,294,121,89,9,63,1.29,44
2020-01-15,良,55,103,39,27,5,47,0.61,51
2020-01-16,优,20,23,10,9,4,34,0.44,57
2020-01-17,良,55,127,39,34,6,40,0.72,48
2020-01-18,良,91,200,67,52,7,42,0.92,45
2020-01-19,轻度污染,112,267,84,64,6,56,1.02,39
2020-01-20,中度污染,167,339,127,103,10,76,1.36,51
2020-01-21,轻度污染,132,301,100,68,6,58,0.98,72
2020-01-22,良,95,232,71,40,4,52,1.12,36
2020-01-23,优,49,128,36,22,4,36,0.75,46
2020-01-24,良,61,191,43,52,5,25,0.75,87
2020-01-25,优,26,40,14,15,4,20,0.53,66
2020-01-26,优,25,99,15,19,4,18,0.55,72
2020-01-27,优,34,100,22,20,4,19,0.63,67
2020-01-28,轻度污染,108,283,81,65,6,24,1.10,51
2020-01-29,良,92,276,68,54,8,21,0.93,74
2020-01-30,良,94,275,70,58,9,22,1.08,76
2020-01-31,良,69,173,51,43,9,32,0.94,69
2020-02-01,优,43,63,30,26,6,46,0.65,51
2020-02-02,优,50,154,34,23,6,30,0.61,79
2020-02-03,良,83,305,61,44,5,39,0.78,73
2020-02-04,优,28,66,19,21,5,28,0.53,73
2020-02-05,优,39,156,27,30,5,30,0.56,66
2020-02-06,优,29,97,18,21,4,14,0.47,76
2020-02-07,优,34,123,23,23,4,16,0.57,77
2020-02-08,良,55,186,39,35,4,20,0.63,70
2020-02-09,轻度污染,104,299,77,65,5,29,0.91,68
2020-02-10,良,67,246,48,42,7,34,0.72,70
2020-02-11,优,38,83,26,21,5,23,0.53,80
2020-02-12,良,65,222,47,35,5,42,0.89,40
2020-02-13,良,74,237,54,32,5,30,0.81,49
2020-02-14,优,27,91,18,10,4,30,0.56,49
2020-02-15,优,19,47,12,6,4,24,0.63,35
2020-02-16,优,40,263,24,35,6,14,0.64,65
2020-02-17,优,28,109,17,27,6,17,0.54,69
2020-02-18,优,26,23,17,23,7,26,0.60,64
2020-02-19,优,26,17,13,19,5,22,0.33,82
2020-02-20,优,27,19,15,21,5,37,0.35,59
2020-02-21,优,37,67,25,27,5,31,0.44,66
2020-02-22,良,96,348,69,94,8,33,0.73,79
2020-02-23,优,50,96,27,54,5,24,0.45,88
2020-02-24,良,59,154,37,68,8,25,0.63,106
2020-02-25,良,66,195,47,53,7,35,0.83,67
2020-02-26,优,40,79,27,33,4,18,0.57,82
